=====================================================================
This is measurement; 0
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:30:00
Aircraft Callsign; KLM810
Longitude; 101.666666667
Latitude; 2.74375
Altitude; 0
PosTime; 2018-07-04 15:30:00
VelTime; 2018-07-04 15:30:00
Groundspeed; 1.01608735982
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 1
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:52:11
Aircraft Callsign; KLM810
Longitude; 101.666666667
Latitude; 2.75
Altitude; 500
PosTime; 2018-07-04 15:52:11
VelTime; 2018-07-04 15:52:11
Groundspeed; 225.388114199
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 2
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:52:27
Aircraft Callsign; KLM810
Longitude; 101.666666667
Latitude; 2.76666666667
Altitude; 1000
PosTime; 2018-07-04 15:52:27
VelTime; 2018-07-04 15:52:27
Groundspeed; 110.194170609
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 3
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:53:12
Aircraft Callsign; KLM810
Longitude; 101.666666667
Latitude; 2.78958333333
Altitude; 2500
PosTime; 2018-07-04 15:53:12
VelTime; 2018-07-04 15:53:12
Groundspeed; 184.752814026
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 4
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:54:13
Aircraft Callsign; KLM810
Longitude; 101.666666667
Latitude; 2.84166666667
Altitude; 5000
PosTime; 2018-07-04 15:54:13
VelTime; 2018-07-04 15:54:13
Groundspeed; 288.415713149
Track?; -35.991082263
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 5
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:55:38
Aircraft Callsign; KLM810
Longitude; 101.6
Latitude; 2.93333333333
Altitude; 9000
PosTime; 2018-07-04 15:55:38
VelTime; 2018-07-04 15:55:38
Groundspeed; 459.517700197
Track?; -46.8076037758
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 6
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:56:21
Aircraft Callsign; KLM810
Longitude; 101.533333333
Latitude; 2.99583333333
Altitude; 11000
PosTime; 2018-07-04 15:56:21
VelTime; 2018-07-04 15:56:21
Groundspeed; 359.308734066
Track?; -25.8324078188
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 7
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:57:53
Aircraft Callsign; KLM810
Longitude; 101.466666667
Latitude; 3.13333333333
Altitude; 15000
PosTime; 2018-07-04 15:57:53
VelTime; 2018-07-04 15:57:53
Groundspeed; 425.460182668
Track?; -41.5881153717
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 8
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 15:58:44
Aircraft Callsign; KLM810
Longitude; 101.4
Latitude; 3.20833333333
Altitude; 17000
PosTime; 2018-07-04 15:58:44
VelTime; 2018-07-04 15:58:44
Groundspeed; 433.841548273
Track?; -35.9783412849
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 9
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:00:37
Aircraft Callsign; KLM810
Longitude; 101.266666667
Latitude; 3.39166666667
Altitude; 21000
PosTime; 2018-07-04 16:00:37
VelTime; 2018-07-04 16:00:37
Groundspeed; 436.677870747
Track?; -31.5592462454
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 10
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:01:40
Aircraft Callsign; KLM810
Longitude; 101.2
Latitude; 3.5
Altitude; 23000
PosTime; 2018-07-04 16:01:40
VelTime; 2018-07-04 16:01:40
Groundspeed; 435.825050899
Track?; -28.1494657574
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 11
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:05:10
Aircraft Callsign; KLM810
Longitude; 101.0
Latitude; 3.87291666667
Altitude; 28500
PosTime; 2018-07-04 16:05:10
VelTime; 2018-07-04 16:05:10
Groundspeed; 461.423652324
Track?; -26.8707338398
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 12
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:06:19
Aircraft Callsign; KLM810
Longitude; 100.933333333
Latitude; 4.00416666667
Altitude; 30000
PosTime; 2018-07-04 16:06:19
VelTime; 2018-07-04 16:06:19
Groundspeed; 496.281543952
Track?; -32.8093484092
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 13
Aircraft Type; B772
Aircraft Registration; KLM808
Date?; 2018-07-04 16:07:00
Aircraft Callsign; KLM808
Longitude; 121.2
Latitude; 25.0833333333
Altitude; 100
PosTime; 2018-07-04 16:07:00
VelTime; 2018-07-04 16:07:00
Groundspeed; 0.0
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 14
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:08:00
Aircraft Callsign; KLM856
Longitude; 126.466666667
Latitude; 37.4666666667
Altitude; 0
PosTime; 2018-07-04 16:08:00
VelTime; 2018-07-04 16:08:00
Groundspeed; 7.80065950622
Track?; -89.9797233395
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 15
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:08:06
Aircraft Callsign; KLM810
Longitude; 100.8
Latitude; 4.21041666667
Altitude; 32000
PosTime; 2018-07-04 16:08:06
VelTime; 2018-07-04 16:08:06
Groundspeed; 491.949905169
Track?; -32.0254282759
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 16
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:25:00
Aircraft Callsign; SIA324
Longitude; 104.0
Latitude; 1.359375
Altitude; 0
PosTime; 2018-07-04 16:25:00
VelTime; 2018-07-04 16:25:00
Groundspeed; 1.04272940188
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 17
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:30:00
Aircraft Callsign; CPA271
Longitude; 113.933333333
Latitude; 22.3166666667
Altitude; 0
PosTime; 2018-07-04 16:30:00
VelTime; 2018-07-04 16:30:00
Groundspeed; 863.487137699
Track?; -74.8640197589
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 18
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:30:16
Aircraft Callsign; CPA271
Longitude; 113.866666667
Latitude; 22.3333333333
Altitude; 1000
PosTime; 2018-07-04 16:30:16
VelTime; 2018-07-04 16:30:16
Groundspeed; 116.277805786
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 19
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:30:47
Aircraft Callsign; CPA271
Longitude; 113.866666667
Latitude; 22.35
Altitude; 2000
PosTime; 2018-07-04 16:30:47
VelTime; 2018-07-04 16:30:47
Groundspeed; 225.281282284
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 20
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:31:03
Aircraft Callsign; CPA271
Longitude; 113.866666667
Latitude; 22.3666666667
Altitude; 2500
PosTime; 2018-07-04 16:31:03
VelTime; 2018-07-04 16:31:03
Groundspeed; 128.735521482
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 21
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:31:31
Aircraft Callsign; CPA271
Longitude; 113.866666667
Latitude; 22.3833333333
Altitude; 3500
PosTime; 2018-07-04 16:31:31
VelTime; 2018-07-04 16:31:31
Groundspeed; 200.256639709
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 22
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:32:07
Aircraft Callsign; CPA271
Longitude; 113.866666667
Latitude; 22.4166666667
Altitude; 5000
PosTime; 2018-07-04 16:32:07
VelTime; 2018-07-04 16:32:07
Groundspeed; 303.047364126
Track?; -61.5767422289
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 23
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:32:26
Aircraft Callsign; KLM856
Longitude; 126.4
Latitude; 37.4666666667
Altitude; 2500
PosTime; 2018-07-04 16:32:26
VelTime; 2018-07-04 16:32:26
Groundspeed; 601.851199241
Track?; -89.9797233395
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 24
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:32:45
Aircraft Callsign; KLM856
Longitude; 126.333333333
Latitude; 37.4666666667
Altitude; 3500
PosTime; 2018-07-04 16:32:45
VelTime; 2018-07-04 16:32:45
Groundspeed; 277.067474713
Track?; 180.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 25
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:32:57
Aircraft Callsign; CPA271
Longitude; 113.8
Latitude; 22.45
Altitude; 7000
PosTime; 2018-07-04 16:32:57
VelTime; 2018-07-04 16:32:57
Groundspeed; 282.502600901
Track?; -27.8167903252
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 26
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:33:11
Aircraft Callsign; KLM856
Longitude; 126.333333333
Latitude; 37.4333333333
Altitude; 5000
PosTime; 2018-07-04 16:33:11
VelTime; 2018-07-04 16:33:11
Groundspeed; 331.615264705
Track?; -89.9594774612
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 27
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:34:20
Aircraft Callsign; KLM856
Longitude; 126.2
Latitude; 37.4333333333
Altitude; 9000
PosTime; 2018-07-04 16:34:20
VelTime; 2018-07-04 16:34:20
Groundspeed; 326.877971456
Track?; -89.9594774612
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 28
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:34:38
Aircraft Callsign; CPA271
Longitude; 113.733333333
Latitude; 22.5666666667
Altitude; 11000
PosTime; 2018-07-04 16:34:38
VelTime; 2018-07-04 16:34:38
Groundspeed; 291.375414813
Track?; -24.7601843209
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 29
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:35:30
Aircraft Callsign; KLM856
Longitude; 126.066666667
Latitude; 37.4333333333
Altitude; 13000
PosTime; 2018-07-04 16:35:30
VelTime; 2018-07-04 16:35:30
Groundspeed; 472.692521764
Track?; -97.074882291
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 30
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:36:27
Aircraft Callsign; CPA271
Longitude; 113.666666667
Latitude; 22.7
Altitude; 15000
PosTime; 2018-07-04 16:36:27
VelTime; 2018-07-04 16:36:27
Groundspeed; 367.13715659
Track?; -36.3859736249
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 31
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:37:32
Aircraft Callsign; KLM856
Longitude; 125.733333333
Latitude; 37.4
Altitude; 19000
PosTime; 2018-07-04 16:37:32
VelTime; 2018-07-04 16:37:32
Groundspeed; 468.252078136
Track?; -98.8591673344
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 32
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:38:29
Aircraft Callsign; CPA271
Longitude; 113.533333333
Latitude; 22.8666666667
Altitude; 19000
PosTime; 2018-07-04 16:38:29
VelTime; 2018-07-04 16:38:29
Groundspeed; 359.616041186
Track?; -28.8669376732
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 33
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:39:11
Aircraft Callsign; KLM856
Longitude; 125.466666667
Latitude; 37.3666666667
Altitude; 23000
PosTime; 2018-07-04 16:39:11
VelTime; 2018-07-04 16:39:11
Groundspeed; 515.301090109
Track?; -98.8553221764
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 34
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:40:41
Aircraft Callsign; KLM856
Longitude; 125.2
Latitude; 37.3333333333
Altitude; 26000
PosTime; 2018-07-04 16:40:41
VelTime; 2018-07-04 16:40:41
Groundspeed; 497.763527184
Track?; -99.5339630236
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 35
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:41:53
Aircraft Callsign; KLM810
Longitude; 98.3333333333
Latitude; 8.1125
Altitude; 32000
PosTime; 2018-07-04 16:41:53
VelTime; 2018-07-04 16:41:53
Groundspeed; 524.418741102
Track?; -46.5460678676
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 36
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:42:18
Aircraft Callsign; CPA271
Longitude; 113.333333333
Latitude; 23.2
Altitude; 25000
PosTime; 2018-07-04 16:42:18
VelTime; 2018-07-04 16:42:18
Groundspeed; 368.848004612
Track?; -22.1958054016
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 37
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:43:08
Aircraft Callsign; KLM810
Longitude; 98.2
Latitude; 8.2375
Altitude; 34000
PosTime; 2018-07-04 16:43:08
VelTime; 2018-07-04 16:43:08
Groundspeed; 498.648797618
Track?; -42.9530840231
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 38
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:43:53
Aircraft Callsign; CPA271
Longitude; 113.266666667
Latitude; 23.35
Altitude; 27000
PosTime; 2018-07-04 16:43:53
VelTime; 2018-07-04 16:43:53
Groundspeed; 407.452396321
Track?; -31.3545392058
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 39
Aircraft Type; A333
Aircraft Registration; CSN307
Date?; 2018-07-04 16:44:00
Aircraft Callsign; CSN307
Longitude; 113.333333333
Latitude; 23.4
Altitude; 0
PosTime; 2018-07-04 16:44:00
VelTime; 2018-07-04 16:44:00
Groundspeed; 7.86395196268
Track?; -61.4018257699
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 40
Aircraft Type; B772
Aircraft Registration; KLM810
Date?; 2018-07-04 16:44:32
Aircraft Callsign; KLM810
Longitude; 98.0666666667
Latitude; 8.37916666667
Altitude; 36000
PosTime; 2018-07-04 16:44:32
VelTime; 2018-07-04 16:44:32
Groundspeed; 497.589690682
Track?; -43.6683642722
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 41
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:46:37
Aircraft Callsign; SIA324
Longitude; 104.0
Latitude; 1.365625
Altitude; 500
PosTime; 2018-07-04 16:46:37
VelTime; 2018-07-04 16:46:37
Groundspeed; 162.782378005
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 42
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:46:55
Aircraft Callsign; SIA324
Longitude; 104.0
Latitude; 1.37916666667
Altitude; 1000
PosTime; 2018-07-04 16:46:55
VelTime; 2018-07-04 16:46:55
Groundspeed; 804.671984277
Track?; -84.6418214889
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 43
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:47:13
Aircraft Callsign; SIA324
Longitude; 103.933333333
Latitude; 1.38541666667
Altitude; 1500
PosTime; 2018-07-04 16:47:13
VelTime; 2018-07-04 16:47:13
Groundspeed; 172.35723923
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 44
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:47:30
Aircraft Callsign; SIA324
Longitude; 103.933333333
Latitude; 1.39895833333
Altitude; 2000
PosTime; 2018-07-04 16:47:30
VelTime; 2018-07-04 16:47:30
Groundspeed; 92.8077414654
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 45
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:47:42
Aircraft Callsign; KLM856
Longitude; 124.0
Latitude; 37.1666666667
Altitude; 26000
PosTime; 2018-07-04 16:47:42
VelTime; 2018-07-04 16:47:42
Groundspeed; 410.669877834
Track?; -57.8681224204
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 46
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:47:47
Aircraft Callsign; SIA324
Longitude; 103.933333333
Latitude; 1.40625
Altitude; 2500
PosTime; 2018-07-04 16:47:47
VelTime; 2018-07-04 16:47:47
Groundspeed; 147.673049116
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 47
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:48:15
Aircraft Callsign; KLM856
Longitude; 123.933333333
Latitude; 37.2
Altitude; 27000
PosTime; 2018-07-04 16:48:15
VelTime; 2018-07-04 16:48:15
Groundspeed; 615.799228466
Track?; -57.8567139734
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 48
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:48:16
Aircraft Callsign; SIA324
Longitude; 103.933333333
Latitude; 1.42604166667
Altitude; 3500
PosTime; 2018-07-04 16:48:16
VelTime; 2018-07-04 16:48:16
Groundspeed; 257.535751457
Track?; -42.4260879116
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 49
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:48:37
Aircraft Callsign; KLM856
Longitude; 123.866666667
Latitude; 37.2333333333
Altitude; 27600
PosTime; 2018-07-04 16:48:37
VelTime; 2018-07-04 16:48:37
Groundspeed; 511.004253282
Track?; -51.6446269267
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 50
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:49:04
Aircraft Callsign; CPA271
Longitude; 112.933333333
Latitude; 23.85
Altitude; 32000
PosTime; 2018-07-04 16:49:04
VelTime; 2018-07-04 16:49:04
Groundspeed; 436.630326771
Track?; -31.3255219988
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 51
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:49:39
Aircraft Callsign; SIA324
Longitude; 103.866666667
Latitude; 1.49895833333
Altitude; 7000
PosTime; 2018-07-04 16:49:39
VelTime; 2018-07-04 16:49:39
Groundspeed; 367.298186849
Track?; -54.8775889319
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 52
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:50:27
Aircraft Callsign; SIA324
Longitude; 103.8
Latitude; 1.54583333333
Altitude; 9000
PosTime; 2018-07-04 16:50:27
VelTime; 2018-07-04 16:50:27
Groundspeed; 395.887337838
Track?; -44.103902853
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 53
Aircraft Type; B77W
Aircraft Registration; CPA271
Date?; 2018-07-04 16:51:00
Aircraft Callsign; CPA271
Longitude; 112.8
Latitude; 24.05
Altitude; 34000
PosTime; 2018-07-04 16:51:00
VelTime; 2018-07-04 16:51:00
Groundspeed; 417.414890217
Track?; -30.7187564303
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 54
Aircraft Type; B744
Aircraft Registration; KLM856
Date?; 2018-07-04 16:52:25
Aircraft Callsign; KLM856
Longitude; 123.333333333
Latitude; 37.5666666667
Altitude; 27600
PosTime; 2018-07-04 16:52:25
VelTime; 2018-07-04 16:52:25
Groundspeed; 512.394341649
Track?; -70.5443913237
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 55
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:53:04
Aircraft Callsign; SIA324
Longitude; 103.6
Latitude; 1.75208333333
Altitude; 15000
PosTime; 2018-07-04 16:53:04
VelTime; 2018-07-04 16:53:04
Groundspeed; 397.528808293
Track?; -36.4808798485
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 56
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:55:06
Aircraft Callsign; SIA324
Longitude; 103.466666667
Latitude; 1.93229166667
Altitude; 19000
PosTime; 2018-07-04 16:55:06
VelTime; 2018-07-04 16:55:06
Groundspeed; 366.215719168
Track?; -33.6730928075
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 57
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:56:17
Aircraft Callsign; SIA324
Longitude; 103.4
Latitude; 2.03229166667
Altitude; 21000
PosTime; 2018-07-04 16:56:17
VelTime; 2018-07-04 16:56:17
Groundspeed; 503.517800608
Track?; -48.0408760651
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 58
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 16:57:34
Aircraft Callsign; SIA324
Longitude; 103.266666667
Latitude; 2.15208333333
Altitude; 23000
PosTime; 2018-07-04 16:57:34
VelTime; 2018-07-04 16:57:34
Groundspeed; 464.295312692
Track?; -41.6052979762
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 59
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 17:00:41
Aircraft Callsign; SIA324
Longitude; 103.0
Latitude; 2.45208333333
Altitude; 27000
PosTime; 2018-07-04 17:00:41
VelTime; 2018-07-04 17:00:41
Groundspeed; 478.129742799
Track?; -39.8806120616
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 60
Aircraft Type; A359
Aircraft Registration; SIA324
Date?; 2018-07-04 17:03:49
Aircraft Callsign; SIA324
Longitude; 102.733333333
Latitude; 2.77083333333
